date,latitude,longitude,area_tagged,sex,maturity,deployid
2012-05-11,-33.88975,23.54125,Gansbaai,M,Juvenile,Albert
2012-05-12,-34.385999999999996,21.042,Gansbaai,M,Juvenile,Albert
2012-05-13,-34.36533333333333,21.761499999999998,Gansbaai,M,Juvenile,Albert
2012-05-14,-34.173249999999996,22.177500000000002,Gansbaai,M,Juvenile,Albert
2012-05-15,-34.148,22.126,Gansbaai,M,Juvenile,Albert
2012-05-16,-34.19385714285714,22.098714285714287,Gansbaai,M,Juvenile,Albert
2012-05-17,-34.169333333333334,22.06566666666667,Gansbaai,M,Juvenile,Albert
2012-05-19,-34.201499999999996,22.119999999999997,Gansbaai,M,Juvenile,Albert
2012-05-20,-34.23625,22.107,Gansbaai,M,Juvenile,Albert
2012-05-21,-34.45683333333333,22.359166666666667,Gansbaai,M,Juvenile,Albert
2012-05-22,-34.288333333333334,22.02133333333333,Gansbaai,M,Juvenile,Albert
2012-05-25,-34.1572,22.1448,Gansbaai,M,Juvenile,Albert
2012-05-29,-34.0715,22.328500000000002,Gansbaai,M,Juvenile,Albert
2012-05-30,-34.062,22.374000000000002,Gansbaai,M,Juvenile,Albert
2012-06-02,-34.02557142857143,23.78642857142857,Gansbaai,M,Juvenile,Albert
2012-06-03,-34.063500000000005,24.1985,Gansbaai,M,Juvenile,Albert
2012-06-04,-34.165,24.924000000000003,Gansbaai,M,Juvenile,Albert
2012-06-05,-34.02871428571429,25.47828571428571,Gansbaai,M,Juvenile,Albert
2012-06-06,-33.9456,25.786,Gansbaai,M,Juvenile,Albert
2012-06-09,-33.851,26.297,Gansbaai,M,Juvenile,Albert
2012-06-10,-33.821,26.2044,Gansbaai,M,Juvenile,Albert
2012-06-12,-33.7965,26.19275,Gansbaai,M,Juvenile,Albert
2012-06-13,-33.876285714285714,26.377000000000002,Gansbaai,M,Juvenile,Albert
2012-06-15,-34.082,25.737,Gansbaai,M,Juvenile,Albert
2012-06-16,-34.120799999999996,25.7848,Gansbaai,M,Juvenile,Albert
2012-06-18,-33.914,26.051000000000002,Gansbaai,M,Juvenile,Albert
2012-06-20,-33.842666666666666,26.276666666666667,Gansbaai,M,Juvenile,Albert
2012-06-21,-33.839,26.242399999999996,Gansbaai,M,Juvenile,Albert
2012-06-22,-33.81733333333333,26.185666666666666,Gansbaai,M,Juvenile,Albert
2012-06-23,-33.8144,26.405399999999997,Gansbaai,M,Juvenile,Albert
2012-06-24,-33.80283333333333,26.34166666666667,Gansbaai,M,Juvenile,Albert
2012-06-26,-33.78,26.34,Gansbaai,M,Juvenile,Albert
2012-06-27,-33.87488888888888,26.502222222222223,Gansbaai,M,Juvenile,Albert
2012-06-28,-33.9245,26.5175,Gansbaai,M,Juvenile,Albert
2012-06-29,-33.9495,26.508,Gansbaai,M,Juvenile,Albert
2012-06-30,-33.99516666666667,26.337999999999997,Gansbaai,M,Juvenile,Albert
2012-07-01,-33.815333333333335,26.072666666666667,Gansbaai,M,Juvenile,Albert
2012-07-04,-33.790800000000004,26.185000000000002,Gansbaai,M,Juvenile,Albert
2012-07-05,-33.883,26.482,Gansbaai,M,Juvenile,Albert
2012-07-07,-33.805,26.195999999999998,Gansbaai,M,Juvenile,Albert
2012-07-08,-33.830666666666666,26.434,Gansbaai,M,Juvenile,Albert
2012-07-09,-33.9022,26.6898,Gansbaai,M,Juvenile,Albert
2012-07-10,-33.87166666666666,26.592166666666667,Gansbaai,M,Juvenile,Albert
2012-07-11,-33.89566666666666,26.271833333333333,Gansbaai,M,Juvenile,Albert
2012-07-12,-34.032250000000005,26.11325,Gansbaai,M,Juvenile,Albert
2012-07-13,-34.107,25.6665,Gansbaai,M,Juvenile,Albert
2012-07-14,-33.97625,25.14175,Gansbaai,M,Juvenile,Albert
2012-07-15,-34.06675,25.155,Gansbaai,M,Juvenile,Albert
2012-07-16,-34.265499999999996,25.199333333333332,Gansbaai,M,Juvenile,Albert
2012-07-17,-34.2785,25.98225,Gansbaai,M,Juvenile,Albert
2012-07-18,-33.833333333333336,26.09433333333333,Gansbaai,M,Juvenile,Albert
2012-07-21,-33.928,26.038,Gansbaai,M,Juvenile,Albert
2012-07-22,-34.160666666666664,25.825166666666664,Gansbaai,M,Juvenile,Albert
2012-07-23,-34.14425,25.933,Gansbaai,M,Juvenile,Albert
2012-07-24,-34.1462,25.3022,Gansbaai,M,Juvenile,Albert
2012-07-25,-34.133833333333335,25.11283333333333,Gansbaai,M,Juvenile,Albert
2012-07-27,-33.973,25.16,Gansbaai,M,Juvenile,Albert
2012-07-30,-33.99166666666667,25.718333333333334,Gansbaai,M,Juvenile,Albert
2012-08-02,-33.73425,26.010125000000002,Gansbaai,M,Juvenile,Albert
2012-08-03,-34.0105,26.3015,Gansbaai,M,Juvenile,Albert
2012-08-04,-34.036,26.471500000000002,Gansbaai,M,Juvenile,Albert
2012-08-05,-33.59733333333333,27.09766666666667,Gansbaai,M,Juvenile,Albert
2012-08-06,-33.739,26.867399999999996,Gansbaai,M,Juvenile,Albert
2012-08-07,-34.002,26.75975,Gansbaai,M,Juvenile,Albert
2012-08-08,-34.099000000000004,26.31325,Gansbaai,M,Juvenile,Albert
2012-08-09,-34.11385714285714,25.910714285714285,Gansbaai,M,Juvenile,Albert
2012-08-13,-33.76533333333333,26.62033333333333,Gansbaai,M,Juvenile,Albert
2012-08-14,-33.7685,26.60625,Gansbaai,M,Juvenile,Albert
2012-08-15,-33.78666666666667,26.643,Gansbaai,M,Juvenile,Albert
2012-08-16,-33.769625,26.714625,Gansbaai,M,Juvenile,Albert
2012-08-17,-33.7755,26.903,Gansbaai,M,Juvenile,Albert
2012-08-18,-34.039142857142856,26.218142857142855,Gansbaai,M,Juvenile,Albert
2012-08-19,-34.164249999999996,25.89575,Gansbaai,M,Juvenile,Albert
2012-08-20,-33.9955,26.255499999999998,Gansbaai,M,Juvenile,Albert
2012-08-21,-33.8835,26.3045,Gansbaai,M,Juvenile,Albert
2012-08-22,-33.78933333333333,25.89316666666667,Gansbaai,M,Juvenile,Albert
2012-08-23,-34.06225,25.8995,Gansbaai,M,Juvenile,Albert
2012-08-24,-34.05014285714286,25.975428571428573,Gansbaai,M,Juvenile,Albert
2012-08-25,-34.0988,26.0456,Gansbaai,M,Juvenile,Albert
2012-08-26,-33.878,26.265,Gansbaai,M,Juvenile,Albert
2012-08-28,-33.861,26.561500000000002,Gansbaai,M,Juvenile,Albert
2012-08-29,-33.794666666666664,26.596,Gansbaai,M,Juvenile,Albert
2012-08-30,-33.846999999999994,26.425,Gansbaai,M,Juvenile,Albert
2012-08-31,-33.9428,26.086199999999998,Gansbaai,M,Juvenile,Albert
2012-09-01,-34.090333333333334,26.044,Gansbaai,M,Juvenile,Albert
2012-09-02,-34.177,26.232999999999997,Gansbaai,M,Juvenile,Albert
2012-09-03,-34.0762,26.168600000000005,Gansbaai,M,Juvenile,Albert
2012-09-04,-34.208888888888886,26.04111111111111,Gansbaai,M,Juvenile,Albert
2012-09-05,-34.19188888888888,25.87377777777778,Gansbaai,M,Juvenile,Albert
2012-09-06,-34.13742857142857,25.766714285714283,Gansbaai,M,Juvenile,Albert
2012-09-07,-34.155,25.751,Gansbaai,M,Juvenile,Albert
2012-09-08,-34.122,25.842,Gansbaai,M,Juvenile,Albert
2012-09-09,-33.93114285714286,25.935285714285715,Gansbaai,M,Juvenile,Albert
2012-09-10,-34.076800000000006,26.092000000000002,Gansbaai,M,Juvenile,Albert
2012-09-11,-34.267900000000004,26.0302,Gansbaai,M,Juvenile,Albert
2012-09-12,-34.120384615384616,26.042153846153845,Gansbaai,M,Juvenile,Albert
2012-09-13,-34.285714285714285,26.113714285714284,Gansbaai,M,Juvenile,Albert
2012-09-14,-34.076166666666666,25.763,Gansbaai,M,Juvenile,Albert
2012-09-15,-34.19511111111111,25.39988888888889,Gansbaai,M,Juvenile,Albert
2012-09-16,-34.3485,25.22775,Gansbaai,M,Juvenile,Albert
2012-09-17,-34.28528571428571,24.841571428571427,Gansbaai,M,Juvenile,Albert
2012-09-18,-34.274,24.703666666666663,Gansbaai,M,Juvenile,Albert
2012-09-19,-34.29366666666667,24.72666666666667,Gansbaai,M,Juvenile,Albert
2012-09-20,-34.338499999999996,24.8855,Gansbaai,M,Juvenile,Albert
2012-10-21,-34.3042,24.8664,Gansbaai,M,Juvenile,Albert
2012-10-22,-34.161500000000004,25.1481,Gansbaai,M,Juvenile,Albert
2012-10-23,-34.021,25.9575,Gansbaai,M,Juvenile,Albert
2012-10-24,-34.19228571428572,26.123142857142856,Gansbaai,M,Juvenile,Albert
2012-10-25,-34.2645,25.727500000000003,Gansbaai,M,Juvenile,Albert
2012-10-26,-34.2296,25.5494,Gansbaai,M,Juvenile,Albert
2012-10-27,-34.347,24.70283333333333,Gansbaai,M,Juvenile,Albert
2012-10-28,-34.38316666666667,23.941999999999997,Gansbaai,M,Juvenile,Albert
2012-10-29,-34.167,23.765800000000002,Gansbaai,M,Juvenile,Albert
2012-10-30,-34.113,23.924500000000002,Gansbaai,M,Juvenile,Albert
2012-10-31,-34.2706,24.069,Gansbaai,M,Juvenile,Albert
2012-11-01,-34.08775,23.91975,Gansbaai,M,Juvenile,Albert
2012-11-02,-34.56728571428572,23.491142857142854,Gansbaai,M,Juvenile,Albert
2012-11-03,-34.645375,23.451,Gansbaai,M,Juvenile,Albert
2012-11-04,-34.353300000000004,23.7162,Gansbaai,M,Juvenile,Albert
2012-11-05,-34.193,24.039,Gansbaai,M,Juvenile,Albert
2012-11-06,-34.111285714285714,24.91257142857143,Gansbaai,M,Juvenile,Albert
2012-11-07,-34.1785,24.985,Gansbaai,M,Juvenile,Albert
2012-11-08,-34.25466666666667,24.590666666666667,Gansbaai,M,Juvenile,Albert
2012-11-09,-34.17466666666667,24.209,Gansbaai,M,Juvenile,Albert
2012-11-10,-34.5416,23.8506,Gansbaai,M,Juvenile,Albert
2012-11-11,-34.536,23.588666666666665,Gansbaai,M,Juvenile,Albert
2012-11-12,-34.116,23.247999999999998,Gansbaai,M,Juvenile,Albert
2012-11-15,-33.9585,23.2885,Gansbaai,M,Juvenile,Albert
2012-11-17,-33.987,24.349,Gansbaai,M,Juvenile,Albert
2012-11-18,-34.121,24.389499999999998,Gansbaai,M,Juvenile,Albert
2012-11-19,-34.22475,24.351,Gansbaai,M,Juvenile,Albert
2012-11-20,-34.2295,24.0955,Gansbaai,M,Juvenile,Albert
2012-11-21,-34.097,23.429,Gansbaai,M,Juvenile,Albert
2012-11-22,-34.002,23.6655,Gansbaai,M,Juvenile,Albert
2012-11-24,-34.14,23.846333333333334,Gansbaai,M,Juvenile,Albert
2012-11-25,-34.1165,23.86775,Gansbaai,M,Juvenile,Albert
2012-11-26,-34.1202,23.68,Gansbaai,M,Juvenile,Albert
2012-11-27,-34.092666666666666,23.03933333333333,Gansbaai,M,Juvenile,Albert
2012-11-28,-34.571,22.19,Gansbaai,M,Juvenile,Albert
2012-11-29,-34.565,22.491,Gansbaai,M,Juvenile,Albert
2012-11-30,-34.120400000000004,22.4038,Gansbaai,M,Juvenile,Albert
2012-12-01,-34.08925,22.5125,Gansbaai,M,Juvenile,Albert
2012-12-02,-33.981,22.292,Gansbaai,M,Juvenile,Albert
2012-12-03,-34.136,22.654,Gansbaai,M,Juvenile,Albert
2012-12-05,-34.20025,23.0635,Gansbaai,M,Juvenile,Albert
2012-12-06,-34.551,22.9025,Gansbaai,M,Juvenile,Albert
2012-12-07,-34.6075,23.233,Gansbaai,M,Juvenile,Albert
2012-12-18,-34.231,22.835,Gansbaai,M,Juvenile,Albert
2012-03-10,-34.187200000000004,22.407999999999998,Mossel Bay,F,Sub_adult,Albertina
2012-03-11,-34.5404,22.398000000000003,Mossel Bay,F,Sub_adult,Albertina
2012-03-12,-35.673500000000004,22.1856,Mossel Bay,F,Sub_adult,Albertina
2012-03-13,-36.3494,21.5212,Mossel Bay,F,Sub_adult,Albertina
2012-03-14,-36.5506,20.8136,Mossel Bay,F,Sub_adult,Albertina
2012-03-15,-35.768600000000006,20.7428,Mossel Bay,F,Sub_adult,Albertina
2012-03-16,-35.01375,21.264,Mossel Bay,F,Sub_adult,Albertina
2012-03-17,-33.927,22.181,Mossel Bay,F,Sub_adult,Albertina
2012-03-19,-34.36922222222222,21.48177777777778,Mossel Bay,F,Sub_adult,Albertina
2012-03-20,-34.37566666666667,21.5,Mossel Bay,F,Sub_adult,Albertina
2012-03-21,-34.3795,21.478,Mossel Bay,F,Sub_adult,Albertina
2012-03-23,-34.38,21.433999999999997,Mossel Bay,F,Sub_adult,Albertina
2012-03-25,-34.379333333333335,21.465833333333336,Mossel Bay,F,Sub_adult,Albertina
2012-03-26,-34.385,21.496,Mossel Bay,F,Sub_adult,Albertina
2012-03-30,-34.395,21.484,Mossel Bay,F,Sub_adult,Albertina
2012-04-03,-34.3815,21.503999999999998,Mossel Bay,F,Sub_adult,Albertina
2012-04-05,-34.385999999999996,21.6045,Mossel Bay,F,Sub_adult,Albertina
2012-04-24,-34.117,22.1615,Mossel Bay,F,Sub_adult,Albertina
2012-04-25,-34.0935,22.183999999999997,Mossel Bay,F,Sub_adult,Albertina
2012-04-26,-34.099,22.159,Mossel Bay,F,Sub_adult,Albertina
2012-04-28,-34.07,22.224,Mossel Bay,F,Sub_adult,Albertina
2012-04-29,-34.068,22.2295,Mossel Bay,F,Sub_adult,Albertina
2012-04-30,-34.063,22.236,Mossel Bay,F,Sub_adult,Albertina
2012-05-01,-34.088499999999996,22.178,Mossel Bay,F,Sub_adult,Albertina
2012-05-02,-34.055,22.19975,Mossel Bay,F,Sub_adult,Albertina
2012-05-03,-34.072,22.203,Mossel Bay,F,Sub_adult,Albertina
2012-05-07,-34.065,22.2165,Mossel Bay,F,Sub_adult,Albertina
2012-05-08,-34.080799999999996,22.1972,Mossel Bay,F,Sub_adult,Albertina
2012-05-09,-34.118,22.159,Mossel Bay,F,Sub_adult,Albertina
2012-05-10,-34.054500000000004,22.243000000000002,Mossel Bay,F,Sub_adult,Albertina
2012-05-14,-34.149,22.145,Mossel Bay,F,Sub_adult,Albertina
2012-05-15,-34.15,22.131,Mossel Bay,F,Sub_adult,Albertina
2012-05-16,-34.151,22.112666666666666,Mossel Bay,F,Sub_adult,Albertina
2012-05-17,-34.153,22.104,Mossel Bay,F,Sub_adult,Albertina
2012-05-19,-34.078,22.22066666666667,Mossel Bay,F,Sub_adult,Albertina
2012-05-20,-34.074600000000004,22.220599999999997,Mossel Bay,F,Sub_adult,Albertina
2012-05-21,-34.072,22.255,Mossel Bay,F,Sub_adult,Albertina
2012-05-22,-34.056,22.213,Mossel Bay,F,Sub_adult,Albertina
2012-05-24,-34.1245,22.155,Mossel Bay,F,Sub_adult,Albertina
2012-05-25,-34.083,22.198555555555558,Mossel Bay,F,Sub_adult,Albertina
2012-06-01,-34.07366666666667,22.206999999999997,Mossel Bay,F,Sub_adult,Albertina
2012-06-02,-34.105000000000004,22.3275,Mossel Bay,F,Sub_adult,Albertina
2012-06-03,-34.105,22.299,Mossel Bay,F,Sub_adult,Albertina
2012-06-16,-34.12,22.18,Mossel Bay,F,Sub_adult,Albertina
2012-06-19,-34.124,22.169,Mossel Bay,F,Sub_adult,Albertina
2012-06-20,-34.12525,22.20625,Mossel Bay,F,Sub_adult,Albertina
2012-06-21,-34.102500000000006,22.075000000000003,Mossel Bay,F,Sub_adult,Albertina
2012-06-26,-34.079,22.168000000000003,Mossel Bay,F,Sub_adult,Albertina
2012-06-27,-34.057500000000005,22.127,Mossel Bay,F,Sub_adult,Albertina
2012-07-12,-34.165,22.166,Mossel Bay,F,Sub_adult,Albertina
2012-07-13,-34.16,22.157,Mossel Bay,F,Sub_adult,Albertina
2012-07-14,-34.10025,22.197499999999998,Mossel Bay,F,Sub_adult,Albertina
2012-07-18,-34.1345,22.127,Mossel Bay,F,Sub_adult,Albertina
2012-07-19,-34.111,22.11,Mossel Bay,F,Sub_adult,Albertina
2012-07-20,-34.128,22.094,Mossel Bay,F,Sub_adult,Albertina
2012-07-22,-34.163428571428575,22.41957142857143,Mossel Bay,F,Sub_adult,Albertina
2012-07-27,-34.1605,22.35225,Mossel Bay,F,Sub_adult,Albertina
2012-08-05,-34.177,22.206,Mossel Bay,F,Sub_adult,Albertina
2012-08-07,-34.143,22.24,Mossel Bay,F,Sub_adult,Albertina
2012-08-16,-34.11,22.401,Mossel Bay,F,Sub_adult,Albertina
2012-08-17,-34.354,22.241666666666664,Mossel Bay,F,Sub_adult,Albertina
2012-08-18,-34.347,22.239,Mossel Bay,F,Sub_adult,Albertina
2012-08-28,-34.219,22.214,Mossel Bay,F,Sub_adult,Albertina
2012-09-02,-34.13366666666667,22.20266666666667,Mossel Bay,F,Sub_adult,Albertina
2012-09-16,-34.085,22.2215,Mossel Bay,F,Sub_adult,Albertina
2012-09-17,-34.084,22.205,Mossel Bay,F,Sub_adult,Albertina
2012-11-05,-34.072,22.203,Mossel Bay,F,Sub_adult,Albertina
2012-11-06,-34.072,22.202,Mossel Bay,F,Sub_adult,Albertina
2012-11-26,-34.139,22.138,Mossel Bay,F,Sub_adult,Albertina
2012-11-29,-34.15,22.086,Mossel Bay,F,Sub_adult,Albertina
2012-12-15,-34.056,22.191,Mossel Bay,F,Sub_adult,Albertina
2012-12-19,-34.077,22.215,Mossel Bay,F,Sub_adult,Albertina
2012-12-20,-34.071,22.212,Mossel Bay,F,Sub_adult,Albertina
2012-12-22,-34.074,22.207,Mossel Bay,F,Sub_adult,Albertina
2012-12-24,-34.0835,22.1435,Mossel Bay,F,Sub_adult,Albertina
2012-12-25,-34.073,22.161,Mossel Bay,F,Sub_adult,Albertina
2012-12-30,-34.042,22.224,Mossel Bay,F,Sub_adult,Albertina
2013-01-03,-34.045500000000004,22.1625,Mossel Bay,F,Sub_adult,Albertina
2013-01-04,-34.073499999999996,22.202,Mossel Bay,F,Sub_adult,Albertina
2013-01-12,-34.077,22.206,Mossel Bay,F,Sub_adult,Albertina
2013-02-01,-34.071,22.2085,Mossel Bay,F,Sub_adult,Albertina
2013-02-23,-34.077,22.2365,Mossel Bay,F,Sub_adult,Albertina
2013-02-24,-34.0835,22.2805,Mossel Bay,F,Sub_adult,Albertina
2013-02-27,-34.074,22.219,Mossel Bay,F,Sub_adult,Albertina
2013-07-14,-34.274,22.24075,Mossel Bay,F,Sub_adult,Albertina
2013-07-20,-34.336,22.476,Mossel Bay,F,Sub_adult,Albertina
2013-07-21,-34.372,22.566,Mossel Bay,F,Sub_adult,Albertina
2013-08-07,-34.31725,22.51575,Mossel Bay,F,Sub_adult,Albertina
2013-08-15,-34.43,22.431,Mossel Bay,F,Sub_adult,Albertina
2013-08-16,-34.4895,22.2695,Mossel Bay,F,Sub_adult,Albertina
2013-08-17,-34.706,21.5232,Mossel Bay,F,Sub_adult,Albertina
2013-09-09,-34.257,22.715,Mossel Bay,F,Sub_adult,Albertina
2013-11-06,-34.2155,22.430999999999997,Mossel Bay,F,Sub_adult,Albertina
2013-11-09,-34.1505,22.130499999999998,Mossel Bay,F,Sub_adult,Albertina
2013-12-03,-34.074,22.204,Mossel Bay,F,Sub_adult,Albertina
2013-12-04,-34.205,22.387,Mossel Bay,F,Sub_adult,Albertina
2013-12-17,-34.069,22.217,Mossel Bay,F,Sub_adult,Albertina
2013-12-19,-34.037,22.1825,Mossel Bay,F,Sub_adult,Albertina
2013-12-24,-34.4235,22.6085,Mossel Bay,F,Sub_adult,Albertina
2014-01-21,-34.083,22.31,Mossel Bay,F,Sub_adult,Albertina
2014-01-29,-34.119,22.471,Mossel Bay,F,Sub_adult,Albertina
2014-01-31,-34.579,21.8101,Mossel Bay,F,Sub_adult,Albertina
2014-02-01,-34.47785714285714,21.49542857142857,Mossel Bay,F,Sub_adult,Albertina
2014-02-02,-34.215,21.635,Mossel Bay,F,Sub_adult,Albertina
2014-02-04,-34.06433333333334,22.182666666666666,Mossel Bay,F,Sub_adult,Albertina
2014-02-05,-33.861,22.374,Mossel Bay,F,Sub_adult,Albertina
2014-02-06,-34.7946,21.6798,Mossel Bay,F,Sub_adult,Albertina
2014-02-07,-34.9925,21.0955,Mossel Bay,F,Sub_adult,Albertina
2014-02-08,-34.356,20.903,Mossel Bay,F,Sub_adult,Albertina
2014-02-17,-33.923,21.609,Mossel Bay,F,Sub_adult,Albertina
2014-02-21,-34.058,22.179000000000002,Mossel Bay,F,Sub_adult,Albertina
2014-02-22,-34.060500000000005,22.1905,Mossel Bay,F,Sub_adult,Albertina
2014-02-23,-34.065666666666665,22.226,Mossel Bay,F,Sub_adult,Albertina
2014-06-09,-34.139,22.283,Mossel Bay,F,Sub_adult,Albertina
2014-06-26,-34.2445,22.421,Mossel Bay,F,Sub_adult,Albertina
2012-05-11,-36.215,11.831,Gansbaai,F,Sub_adult,Alisha
2012-05-15,-34.9015,19.628,Gansbaai,F,Sub_adult,Alisha
2012-05-17,-34.777,20.188200000000002,Gansbaai,F,Sub_adult,Alisha
2012-05-18,-34.8026,20.2228,Gansbaai,F,Sub_adult,Alisha
2012-05-19,-34.844,20.11175,Gansbaai,F,Sub_adult,Alisha
2012-05-20,-34.849624999999996,20.10575,Gansbaai,F,Sub_adult,Alisha
2012-05-21,-34.844,20.103,Gansbaai,F,Sub_adult,Alisha
2012-05-22,-34.855,20.094,Gansbaai,F,Sub_adult,Alisha
2012-05-26,-34.818,20.1085,Gansbaai,F,Sub_adult,Alisha
2012-05-28,-34.82,20.096,Gansbaai,F,Sub_adult,Alisha
2012-05-29,-34.81,20.083,Gansbaai,F,Sub_adult,Alisha
2012-05-30,-34.76757142857143,20.143285714285714,Gansbaai,F,Sub_adult,Alisha
2012-05-31,-34.733,20.12725,Gansbaai,F,Sub_adult,Alisha
2012-06-01,-34.74975,20.14125,Gansbaai,F,Sub_adult,Alisha
2012-06-05,-34.80025,20.11,Gansbaai,F,Sub_adult,Alisha
2012-06-06,-34.874900000000004,20.0202,Gansbaai,F,Sub_adult,Alisha
2012-06-07,-34.8262,20.1405,Gansbaai,F,Sub_adult,Alisha
2012-06-08,-34.6096,20.492,Gansbaai,F,Sub_adult,Alisha
2012-06-09,-34.587599999999995,20.4952,Gansbaai,F,Sub_adult,Alisha
2012-06-10,-34.744,20.366,Gansbaai,F,Sub_adult,Alisha
2012-06-11,-34.66271428571429,20.366714285714288,Gansbaai,F,Sub_adult,Alisha
2012-06-12,-34.641000000000005,20.4895,Gansbaai,F,Sub_adult,Alisha
2012-06-13,-34.66416666666667,20.452,Gansbaai,F,Sub_adult,Alisha
2012-06-14,-34.7702,20.2678,Gansbaai,F,Sub_adult,Alisha
2012-06-15,-34.706,20.243000000000002,Gansbaai,F,Sub_adult,Alisha
2012-06-16,-34.644666666666666,20.248,Gansbaai,F,Sub_adult,Alisha
2012-06-17,-34.72,20.548499999999997,Gansbaai,F,Sub_adult,Alisha
2012-06-18,-34.579750000000004,20.455750000000002,Gansbaai,F,Sub_adult,Alisha
2012-06-20,-34.620333333333335,20.493,Gansbaai,F,Sub_adult,Alisha
2012-06-21,-34.7671,20.158099999999997,Gansbaai,F,Sub_adult,Alisha
2012-06-22,-34.81733333333333,19.863333333333333,Gansbaai,F,Sub_adult,Alisha
2012-06-23,-34.64471428571429,20.608714285714285,Gansbaai,F,Sub_adult,Alisha
2012-06-24,-34.79566666666667,20.007166666666667,Gansbaai,F,Sub_adult,Alisha
2012-06-27,-34.829,19.624499999999998,Gansbaai,F,Sub_adult,Alisha
2012-06-28,-34.824,19.64,Gansbaai,F,Sub_adult,Alisha
2012-06-29,-34.7875,19.6685,Gansbaai,F,Sub_adult,Alisha
2012-07-02,-34.688,19.427,Gansbaai,F,Sub_adult,Alisha
2012-07-07,-34.702333333333335,19.477666666666668,Gansbaai,F,Sub_adult,Alisha
2012-07-08,-34.768,19.485,Gansbaai,F,Sub_adult,Alisha
2012-07-09,-34.713,19.487,Gansbaai,F,Sub_adult,Alisha
2012-07-10,-34.712833333333336,19.461000000000002,Gansbaai,F,Sub_adult,Alisha
2012-07-11,-34.716,19.529,Gansbaai,F,Sub_adult,Alisha
2012-07-14,-34.7178,19.4008,Gansbaai,F,Sub_adult,Alisha
2012-07-15,-34.675,19.422142857142855,Gansbaai,F,Sub_adult,Alisha
2012-07-16,-34.688,19.3995,Gansbaai,F,Sub_adult,Alisha
2012-07-17,-34.691,19.392,Gansbaai,F,Sub_adult,Alisha
2012-07-18,-34.684,19.392,Gansbaai,F,Sub_adult,Alisha
2012-07-22,-34.852,19.996,Gansbaai,F,Sub_adult,Alisha
2012-07-24,-34.806,19.8885,Gansbaai,F,Sub_adult,Alisha
2012-07-25,-34.801,19.695,Gansbaai,F,Sub_adult,Alisha
2012-07-26,-34.792500000000004,19.653,Gansbaai,F,Sub_adult,Alisha
2012-07-27,-34.71675,19.50875,Gansbaai,F,Sub_adult,Alisha
2012-08-15,-34.731,19.413,Gansbaai,F,Sub_adult,Alisha
2012-08-16,-34.699333333333335,19.354833333333332,Gansbaai,F,Sub_adult,Alisha
2012-08-17,-34.717,19.4495,Gansbaai,F,Sub_adult,Alisha
2012-08-18,-34.6795,19.35,Gansbaai,F,Sub_adult,Alisha
2012-08-19,-34.697,19.444,Gansbaai,F,Sub_adult,Alisha
2012-08-20,-34.7165,19.41425,Gansbaai,F,Sub_adult,Alisha
2012-08-21,-34.7535,19.37975,Gansbaai,F,Sub_adult,Alisha
2012-08-23,-34.698,19.412,Gansbaai,F,Sub_adult,Alisha
2012-08-24,-34.698,19.414,Gansbaai,F,Sub_adult,Alisha
2012-08-25,-34.685249999999996,19.38775,Gansbaai,F,Sub_adult,Alisha
2012-08-26,-34.63066666666666,19.39,Gansbaai,F,Sub_adult,Alisha
2012-08-27,-34.62075,19.3685,Gansbaai,F,Sub_adult,Alisha
2012-08-31,-34.625,19.425,Gansbaai,F,Sub_adult,Alisha
2012-09-05,-34.609,19.46,Gansbaai,F,Sub_adult,Alisha
2012-09-06,-34.618,19.459666666666667,Gansbaai,F,Sub_adult,Alisha
2012-09-07,-34.6605,19.2835,Gansbaai,F,Sub_adult,Alisha
2012-09-08,-34.636375,19.42875,Gansbaai,F,Sub_adult,Alisha
2012-09-09,-34.65083333333333,19.434833333333334,Gansbaai,F,Sub_adult,Alisha
2012-09-10,-34.655166666666666,19.4295,Gansbaai,F,Sub_adult,Alisha
2012-09-11,-34.637,19.418666666666667,Gansbaai,F,Sub_adult,Alisha
2012-09-12,-34.63733333333334,19.42233333333333,Gansbaai,F,Sub_adult,Alisha
2012-09-13,-34.654,19.437,Gansbaai,F,Sub_adult,Alisha
2012-09-18,-34.668,19.450200000000002,Gansbaai,F,Sub_adult,Alisha
2012-09-19,-34.67883333333333,19.480999999999998,Gansbaai,F,Sub_adult,Alisha
2012-09-20,-34.669,19.488,Gansbaai,F,Sub_adult,Alisha
2012-09-27,-34.712,19.47,Gansbaai,F,Sub_adult,Alisha
2012-10-16,-34.681,19.358,Gansbaai,F,Sub_adult,Alisha
2012-10-18,-34.626666666666665,19.342,Gansbaai,F,Sub_adult,Alisha
2012-10-19,-34.61025,19.267125,Gansbaai,F,Sub_adult,Alisha
2012-10-22,-34.645,19.367,Gansbaai,F,Sub_adult,Alisha
2012-10-31,-34.528999999999996,19.3905,Gansbaai,F,Sub_adult,Alisha
2013-03-04,-29.271,31.619,Gansbaai,F,Sub_adult,Alisha
2013-03-06,-29.80925,32.225,Gansbaai,F,Sub_adult,Alisha
2013-03-07,-29.954,32.148,Gansbaai,F,Sub_adult,Alisha
2013-03-28,-27.619,32.575,Gansbaai,F,Sub_adult,Alisha
2013-03-30,-26.383,32.903,Gansbaai,F,Sub_adult,Alisha
2013-03-31,-26.11225,33.019,Gansbaai,F,Sub_adult,Alisha
2013-04-01,-25.4195,33.3315,Gansbaai,F,Sub_adult,Alisha
